Gene stable ID	Transcript stable ID	Gene description	GO term accession	GO term name
AAEL007637	AAEL007637-RA	AAA ATPase [Source:VB Community Annotation]	GO:0000922	spindle pole
AAEL007637	AAEL007637-RA	AAA ATPase [Source:VB Community Annotation]	GO:0051301	cell division
AAEL007637	AAEL007637-RA	AAA ATPase [Source:VB Community Annotation]	GO:0005813	centrosome
AAEL007637	AAEL007637-RA	AAA ATPase [Source:VB Community Annotation]	GO:0051013	microtubule severing
AAEL007637	AAEL007637-RA	AAA ATPase [Source:VB Community Annotation]	GO:0008568	microtubule-severing ATPase activity
AAEL004444	AAEL004444-RA	zinc finger protein [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL002424	AAEL002424-RA		GO:0051424	corticotropin-releasing hormone binding
AAEL008209	AAEL008209-RA			
AAEL008011	AAEL008011-RA	odorant binding protein OBP36 [Source:VB Community Annotation]	GO:0005549	odorant binding
AAEL007265	AAEL007265-RA			
AAEL011376	AAEL011376-RA	mitosis inhibitor protein kinase [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL011376	AAEL011376-RA	mitosis inhibitor protein kinase [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL011376	AAEL011376-RA	mitosis inhibitor protein kinase [Source:VB Community Annotation]	GO:0006468	protein phosphorylation
AAEL011376	AAEL011376-RA	mitosis inhibitor protein kinase [Source:VB Community Annotation]	GO:0004672	protein kinase activity
AAEL011376	AAEL011376-RA	mitosis inhibitor protein kinase [Source:VB Community Annotation]	GO:0000287	magnesium ion binding
AAEL011376	AAEL011376-RA	mitosis inhibitor protein kinase [Source:VB Community Annotation]	GO:0004715	non-membrane spanning protein tyrosine kinase activity
AAEL011376	AAEL011376-RA	mitosis inhibitor protein kinase [Source:VB Community Annotation]	GO:0000278	mitotic cell cycle
AAEL004762	AAEL004762-RA	pupal cuticle protein, putative [Source:VB Community Annotation]	GO:0042302	structural constituent of cuticle
AAEL002947	AAEL002947-RA	AMP dependent ligase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL002947	AAEL002947-RA	AMP dependent ligase [Source:VB Community Annotation]	GO:0008152	metabolic process
AAEL002737	AAEL002737-RA	cytochrome c oxidase, subunit VIIC, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL002737	AAEL002737-RA	cytochrome c oxidase, subunit VIIC, putative [Source:VB Community Annotation]	GO:0004129	cytochrome-c oxidase activity
AAEL002737	AAEL002737-RB	cytochrome c oxidase, subunit VIIC, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL002737	AAEL002737-RB	cytochrome c oxidase, subunit VIIC, putative [Source:VB Community Annotation]	GO:0004129	cytochrome-c oxidase activity
AAEL008045	AAEL008045-RA	hexamerin 2 beta [Source:VB Community Annotation]		
AAEL004880	AAEL004880-RB	Uncharacterized protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A0P6K0P2]	GO:0016021	integral component of membrane
AAEL004880	AAEL004880-RA	Uncharacterized protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A0P6K0P2]	GO:0016021	integral component of membrane
AAEL000605	AAEL000605-RA	rab geranylgeranyl transferase alpha subunit [Source:VB Community Annotation]	GO:0008318	protein prenyltransferase activity
AAEL000605	AAEL000605-RA	rab geranylgeranyl transferase alpha subunit [Source:VB Community Annotation]	GO:0018342	protein prenylation
AAEL000605	AAEL000605-RA	rab geranylgeranyl transferase alpha subunit [Source:VB Community Annotation]	GO:0018344	protein geranylgeranylation
AAEL000605	AAEL000605-RA	rab geranylgeranyl transferase alpha subunit [Source:VB Community Annotation]	GO:0005968	Rab-protein geranylgeranyltransferase complex
AAEL013870	AAEL013870-RA			
AAEL013186	AAEL013186-RA	heparan sulphate sulfotransferase [Source:VB Community Annotation]	GO:0008146	sulfotransferase activity
AAEL010117	AAEL010117-RA	fibrinogen and fibronectin [Source:VB Community Annotation]		
AAEL009764	AAEL009764-RB	xaa-pro aminopeptidase [Source:VB Community Annotation]	GO:0016787	hydrolase activity
AAEL009764	AAEL009764-RB	xaa-pro aminopeptidase [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL009764	AAEL009764-RB	xaa-pro aminopeptidase [Source:VB Community Annotation]	GO:0070006	metalloaminopeptidase activity
AAEL009764	AAEL009764-RA	xaa-pro aminopeptidase [Source:VB Community Annotation]	GO:0016787	hydrolase activity
AAEL009764	AAEL009764-RA	xaa-pro aminopeptidase [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL009764	AAEL009764-RA	xaa-pro aminopeptidase [Source:VB Community Annotation]	GO:0070006	metalloaminopeptidase activity
AAEL009405	AAEL009405-RA		GO:0003676	nucleic acid binding
AAEL002004	AAEL002004-RA	protein serine/threonine kinase, putative [Source:VB Community Annotation]		
AAEL000283	AAEL000283-RA	C-Type Lectin (CTL) - mannose binding. [Source:VB Community Annotation]		
AAEL015591	AAEL015591-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL015591	AAEL015591-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL015591	AAEL015591-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0005506	iron ion binding
AAEL015591	AAEL015591-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0020037	heme binding
AAEL015591	AAEL015591-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
AAEL013159	AAEL013159-RA	tartan [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL013159	AAEL013159-RA	tartan [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL001886	AAEL001886-RA	zinc finger protein, putative [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL006141	AAEL006141-RA		GO:0003735	structural constituent of ribosome
AAEL006141	AAEL006141-RA		GO:0006412	translation
AAEL006141	AAEL006141-RA		GO:0005840	ribosome
AAEL002783	AAEL002783-RA	39S mitochondrial ribosomal protein L37 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
AAEL002783	AAEL002783-RA	39S mitochondrial ribosomal protein L37 [Source:VB Community Annotation]	GO:0006412	translation
AAEL002783	AAEL002783-RA	39S mitochondrial ribosomal protein L37 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL002783	AAEL002783-RA	39S mitochondrial ribosomal protein L37 [Source:VB Community Annotation]	GO:0005739	mitochondrion
AAEL001187	AAEL001187-RA		GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA
AAEL001187	AAEL001187-RA		GO:0043085	positive regulation of catalytic activity
AAEL001187	AAEL001187-RA		GO:0008047	enzyme activator activity
AAEL000764	AAEL000764-RA		GO:0008270	zinc ion binding
AAEL008983	AAEL008983-RA	adult cuticle protein, putative [Source:VB Community Annotation]	GO:0042302	structural constituent of cuticle
AAEL008219	AAEL008219-RA	elongase, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL008219	AAEL008219-RA	elongase, putative [Source:VB Community Annotation]	GO:0006633	fatty acid biosynthetic process
AAEL008219	AAEL008219-RA	elongase, putative [Source:VB Community Annotation]	GO:0102336	3-oxo-arachidoyl-CoA synthase activity
AAEL008219	AAEL008219-RA	elongase, putative [Source:VB Community Annotation]	GO:0102338	3-oxo-lignoceronyl-CoA synthase activity
AAEL008219	AAEL008219-RA	elongase, putative [Source:VB Community Annotation]	GO:0102337	3-oxo-cerotoyl-CoA synthase activity
AAEL012565	AAEL012565-RA	lumbrokinase-3(1) precursor, putative [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL012565	AAEL012565-RA	lumbrokinase-3(1) precursor, putative [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL010743	AAEL010743-RA	cysteine desulfurylase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL010743	AAEL010743-RA	cysteine desulfurylase [Source:VB Community Annotation]	GO:0030170	pyridoxal phosphate binding
AAEL010743	AAEL010743-RA	cysteine desulfurylase [Source:VB Community Annotation]	GO:0031071	cysteine desulfurase activity
AAEL010743	AAEL010743-RA	cysteine desulfurylase [Source:VB Community Annotation]	GO:0044571	[2Fe-2S] cluster assembly
AAEL010851	AAEL010851-RA	synaptotagmin-12 [Source:VB Community Annotation]	GO:0016020	membrane
AAEL010851	AAEL010851-RA	synaptotagmin-12 [Source:VB Community Annotation]	GO:0046928	regulation of neurotransmitter secretion
AAEL010851	AAEL010851-RA	synaptotagmin-12 [Source:VB Community Annotation]	GO:0060291	long-term synaptic potentiation
AAEL006164	AAEL006164-RA		GO:0016021	integral component of membrane
AAEL012228	AAEL012228-RA	SspC, putative [Source:VB Community Annotation]		
AAEL004105	AAEL004105-RA	neuroglobin, putative [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL004105	AAEL004105-RA	neuroglobin, putative [Source:VB Community Annotation]	GO:0020037	heme binding
AAEL004105	AAEL004105-RA	neuroglobin, putative [Source:VB Community Annotation]	GO:0019825	oxygen binding
AAEL004105	AAEL004105-RA	neuroglobin, putative [Source:VB Community Annotation]	GO:0005344	oxygen transporter activity
AAEL015283	AAEL015283-RA	synaptic vesicle protein [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL015283	AAEL015283-RA	synaptic vesicle protein [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL005883	AAEL005883-RA			
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0008543	fibroblast growth factor receptor signaling pathway
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0008284	positive regulation of cell proliferation
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0005007	fibroblast growth factor-activated receptor activity
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0006468	protein phosphorylation
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0004672	protein kinase activity
AAEL004932	AAEL004932-RA	tyrosine-protein kinase [Source:VB Community Annotation]	GO:0004713	protein tyrosine kinase activity
AAEL002286	AAEL002286-RA	autophagy related gene [Source:VB Community Annotation]	GO:0005737	cytoplasm
AAEL002286	AAEL002286-RA	autophagy related gene [Source:VB Community Annotation]	GO:0006914	autophagy
AAEL002286	AAEL002286-RA	autophagy related gene [Source:VB Community Annotation]	GO:0034045	pre-autophagosomal structure membrane
AAEL010719	AAEL010719-RA	ecdysone receptor A isoform, putative [Source:VB Community Annotation]		
AAEL007213	AAEL007213-RA	delta(9)-desaturase, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL007213	AAEL007213-RA	delta(9)-desaturase, putative [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL007213	AAEL007213-RA	delta(9)-desaturase, putative [Source:VB Community Annotation]	GO:0006629	lipid metabolic process
AAEL007213	AAEL007213-RA	delta(9)-desaturase, putative [Source:VB Community Annotation]	GO:0006636	unsaturated fatty acid biosynthetic process
AAEL007213	AAEL007213-RA	delta(9)-desaturase, putative [Source:VB Community Annotation]	GO:0004768	stearoyl-CoA 9-desaturase activity
AAEL007213	AAEL007213-RA	delta(9)-desaturase, putative [Source:VB Community Annotation]	GO:0006633	fatty acid biosynthetic process
AAEL007213	AAEL007213-RA	delta(9)-desaturase, putative [Source:VB Community Annotation]	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
AAEL000261	AAEL000261-RA		GO:0008270	zinc ion binding
AAEL000261	AAEL000261-RA		GO:0005634	nucleus
AAEL000261	AAEL000261-RA		GO:0003676	nucleic acid binding
AAEL010752	AAEL010752-RA		GO:0016021	integral component of membrane
AAEL006978	AAEL006978-RA	protein-glutamine gamma-glutamyltransferase [Source:VB Community Annotation]	GO:0018149	peptide cross-linking
AAEL006978	AAEL006978-RA	protein-glutamine gamma-glutamyltransferase [Source:VB Community Annotation]	GO:0003810	protein-glutamine gamma-glutamyltransferase activity
AAEL001581	AAEL001581-RA			
AAEL010104	AAEL010104-RA			
AAEL007090	AAEL007090-RA	4-nitrophenylphosphatase [Source:VB Community Annotation]	GO:0016787	hydrolase activity
AAEL003645	AAEL003645-RA	stearoyl-coa desaturase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003645	AAEL003645-RA	stearoyl-coa desaturase [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL003645	AAEL003645-RA	stearoyl-coa desaturase [Source:VB Community Annotation]	GO:0006629	lipid metabolic process
AAEL003645	AAEL003645-RA	stearoyl-coa desaturase [Source:VB Community Annotation]	GO:0006633	fatty acid biosynthetic process
AAEL003645	AAEL003645-RA	stearoyl-coa desaturase [Source:VB Community Annotation]	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
AAEL004143	AAEL004143-RA	n-acetylglucosaminyl-phosphatidylinositol de-n-acetylase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL014874	AAEL014874-RA		GO:0005549	odorant binding
AAEL003246	AAEL003246-RA	deoxyribose-phosphate aldolase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL003246	AAEL003246-RA	deoxyribose-phosphate aldolase [Source:VB Community Annotation]	GO:0005737	cytoplasm
AAEL003246	AAEL003246-RA	deoxyribose-phosphate aldolase [Source:VB Community Annotation]	GO:0016829	lyase activity
AAEL003246	AAEL003246-RA	deoxyribose-phosphate aldolase [Source:VB Community Annotation]	GO:0004139	deoxyribose-phosphate aldolase activity
AAEL003246	AAEL003246-RA	deoxyribose-phosphate aldolase [Source:VB Community Annotation]	GO:0009264	deoxyribonucleotide catabolic process
AAEL011491	AAEL011491-RA	odorant binding protein OBP52 [Source:VB Community Annotation]	GO:0005549	odorant binding
AAEL009773	AAEL009773-RA	geminin, putative [Source:VB Community Annotation]	GO:0006275	regulation of DNA replication
AAEL009773	AAEL009773-RB	geminin, putative [Source:VB Community Annotation]	GO:0006275	regulation of DNA replication
AAEL009773	AAEL009773-RC	geminin, putative [Source:VB Community Annotation]	GO:0006275	regulation of DNA replication
AAEL000231	AAEL000231-RA	oligopeptidase [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL000231	AAEL000231-RA	oligopeptidase [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL000231	AAEL000231-RA	oligopeptidase [Source:VB Community Annotation]	GO:0004222	metalloendopeptidase activity
AAEL006238	AAEL006238-RA		GO:0016021	integral component of membrane
AAEL006238	AAEL006238-RB		GO:0016021	integral component of membrane
AAEL012570	AAEL012570-RA			
AAEL017377	AAEL017377-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9EBE9]	GO:0016020	membrane
AAEL017377	AAEL017377-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9EBE9]	GO:0016021	integral component of membrane
AAEL017377	AAEL017377-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9EBE9]	GO:0005886	plasma membrane
AAEL017377	AAEL017377-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9EBE9]	GO:0004984	olfactory receptor activity
AAEL017377	AAEL017377-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9EBE9]	GO:0005549	odorant binding
AAEL017377	AAEL017377-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9EBE9]	GO:0007608	sensory perception of smell
AAEL005904	AAEL005904-RA		GO:0005515	protein binding
AAEL014168	AAEL014168-RA		GO:0003676	nucleic acid binding
AAEL006196	AAEL006196-RA	hemomucin [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL006196	AAEL006196-RA	hemomucin [Source:VB Community Annotation]	GO:0009058	biosynthetic process
AAEL006196	AAEL006196-RA	hemomucin [Source:VB Community Annotation]	GO:0016844	strictosidine synthase activity
AAEL014774	AAEL014774-RA		GO:0006281	DNA repair
AAEL014774	AAEL014774-RA		GO:0000724	double-strand break repair via homologous recombination
AAEL015121	AAEL015121-RA			
AAEL013166	AAEL013166-RA	aminotransferase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL013166	AAEL013166-RA	aminotransferase [Source:VB Community Annotation]	GO:0030170	pyridoxal phosphate binding
AAEL013166	AAEL013166-RA	aminotransferase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
AAEL001595	AAEL001595-RA		GO:0003677	DNA binding
AAEL001595	AAEL001595-RA		GO:0003676	nucleic acid binding
AAEL009476	AAEL009476-RA		GO:0016021	integral component of membrane
AAEL018232	AAEL018232-RA			
AAEL018233	AAEL018233-RA		GO:0016021	integral component of membrane
AAEL014374	AAEL014374-RA			
AAEL007347	AAEL007347-RA		GO:0006508	proteolysis
AAEL007347	AAEL007347-RA		GO:0004252	serine-type endopeptidase activity
AAEL003516	AAEL003516-RA		GO:0005515	protein binding
