NCBI gene ID	Gene description	GOSlim GOA Accession(s)	GOSlim GOA Description
5572246	serine protease [Source:VB Community Annotation]	GO:0008233	peptidase activity
5572246	serine protease [Source:VB Community Annotation]	GO:0003674	molecular_function
5579102		GO:0007165	signal transduction
5579102		GO:0008150	biological_process
110681264		GO:0003674	molecular_function
110681264		GO:0008168	methyltransferase activity
110681264		GO:0008150	biological_process
110681264		GO:0034641	cellular nitrogen compound metabolic process
110681264		GO:0042254	ribosome biogenesis
5573370	calcineurin b subunit [Source:VB Community Annotation]	GO:0003674	molecular_function
5573370	calcineurin b subunit [Source:VB Community Annotation]	GO:0043167	ion binding
5572890		GO:0005575	cellular_component
5563604		GO:0005575	cellular_component
110678171		GO:0005575	cellular_component
110678171		GO:0005634	nucleus
110678171		GO:0043226	organelle
110678171		GO:0005623	cell
110678171		GO:0005622	intracellular
110678171		GO:0008150	biological_process
110678171		GO:0008219	cell death
110674056		GO:0016887	ATPase activity
110674056		GO:0008150	biological_process
110674056		GO:0034641	cellular nitrogen compound metabolic process
110674056		GO:0006259	DNA metabolic process
110674056		GO:0005622	intracellular
110674056		GO:0004386	helicase activity
110674056		GO:0005623	cell
110674056		GO:0043167	ion binding
110674056		GO:0005575	cellular_component
110674056		GO:0003674	molecular_function
5568388		GO:0003674	molecular_function
5565795		GO:0005575	cellular_component
5565795		GO:0005576	extracellular region
5565795		GO:0005615	extracellular space
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0016829	lyase activity
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0044281	small molecule metabolic process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0005975	carbohydrate metabolic process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0008150	biological_process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0006091	generation of precursor metabolites and energy
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0009056	catabolic process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0009058	biosynthetic process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0034641	cellular nitrogen compound metabolic process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0034655	nucleobase-containing compound catabolic process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0051186	cofactor metabolic process
5567031	Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:Q178U8]	GO:0003674	molecular_function
5570854		GO:0008150	biological_process
5570854		GO:0008168	methyltransferase activity
5570854		GO:0003674	molecular_function
23687602	gustatory receptor Gr43 [Source:VB Community Annotation]	GO:0008150	biological_process
23687602	gustatory receptor Gr43 [Source:VB Community Annotation]	GO:0050877	nervous system process
23687602	gustatory receptor Gr43 [Source:VB Community Annotation]	GO:0005575	cellular_component
5568073		GO:0005575	cellular_component
5568073		GO:0022857	transmembrane transporter activity
5568073		GO:0003674	molecular_function
5568073		GO:0007165	signal transduction
5568073		GO:0008150	biological_process
5568073		GO:0006810	transport
5568073		GO:0055085	transmembrane transport
5568073		GO:0005886	plasma membrane
5568073		GO:0005623	cell
5573289		GO:0008150	biological_process
5573289		GO:0022607	cellular component assembly
5573289		GO:0022618	ribonucleoprotein complex assembly
5573289		GO:0065003	protein-containing complex assembly
5575683	signal peptide peptidase [Source:VB Community Annotation]	GO:0008233	peptidase activity
5575683	signal peptide peptidase [Source:VB Community Annotation]	GO:0003674	molecular_function
5575683	signal peptide peptidase [Source:VB Community Annotation]	GO:0005575	cellular_component
5568860		GO:0005575	cellular_component
5568860		GO:0005622	intracellular
5568860		GO:0005623	cell
5568860		GO:0005694	chromosome
5568860		GO:0043226	organelle
5568860		GO:0032991	protein-containing complex
5568860		GO:0003674	molecular_function
5568860		GO:0008150	biological_process
5568860		GO:0007059	chromosome segregation
5568860		GO:0008092	cytoskeletal protein binding
5568860		GO:0051301	cell division
5568860		GO:0005856	cytoskeleton
5577487	pom1 [Source:VB Community Annotation]	GO:0005737	cytoplasm
5577487	pom1 [Source:VB Community Annotation]	GO:0005739	mitochondrion
5577487	pom1 [Source:VB Community Annotation]	GO:0043226	organelle
5577487	pom1 [Source:VB Community Annotation]	GO:0043167	ion binding
5577487	pom1 [Source:VB Community Annotation]	GO:0005575	cellular_component
5577487	pom1 [Source:VB Community Annotation]	GO:0005622	intracellular
5577487	pom1 [Source:VB Community Annotation]	GO:0005623	cell
5577487	pom1 [Source:VB Community Annotation]	GO:0003677	DNA binding
5577487	pom1 [Source:VB Community Annotation]	GO:0004386	helicase activity
5577487	pom1 [Source:VB Community Annotation]	GO:0003674	molecular_function
5577487	pom1 [Source:VB Community Annotation]	GO:0007005	mitochondrion organization
5577487	pom1 [Source:VB Community Annotation]	GO:0008150	biological_process
5577487	pom1 [Source:VB Community Annotation]	GO:0051276	chromosome organization
5577487	pom1 [Source:VB Community Annotation]	GO:0006259	DNA metabolic process
5577487	pom1 [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5577487	pom1 [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5578087	GPCR Orphan/Putative Class A Family [Source:VB Community Annotation]	GO:0008150	biological_process
5578087	GPCR Orphan/Putative Class A Family [Source:VB Community Annotation]	GO:0007165	signal transduction
5578087	GPCR Orphan/Putative Class A Family [Source:VB Community Annotation]	GO:0005575	cellular_component
5578087	GPCR Orphan/Putative Class A Family [Source:VB Community Annotation]	GO:0003674	molecular_function
5575324	serine protease [Source:VB Community Annotation]	GO:0003674	molecular_function
5575324	serine protease [Source:VB Community Annotation]	GO:0008150	biological_process
5575324	serine protease [Source:VB Community Annotation]	GO:0008233	peptidase activity
5570339		GO:0019899	enzyme binding
5570339		GO:0003674	molecular_function
5570339		GO:0007165	signal transduction
5570339		GO:0008150	biological_process
5574328		GO:0003674	molecular_function
5578980		GO:0003674	molecular_function
5578980		GO:0005575	cellular_component
5578980		GO:0005634	nucleus
5578980		GO:0043226	organelle
5578980		GO:0005623	cell
5578980		GO:0005622	intracellular
5578980		GO:0043167	ion binding
5565155	actin [Source:VB Community Annotation]	GO:0003674	molecular_function
5565155	actin [Source:VB Community Annotation]	GO:0043167	ion binding
110677082		GO:0003674	molecular_function
5570852	ABC transporter [Source:VB Community Annotation]	GO:0003674	molecular_function
5570852	ABC transporter [Source:VB Community Annotation]	GO:0016887	ATPase activity
5570852	ABC transporter [Source:VB Community Annotation]	GO:0043167	ion binding
5570852	ABC transporter [Source:VB Community Annotation]	GO:0005575	cellular_component
5565023		GO:0003674	molecular_function
5569283	peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:VB Community Annotation]	GO:0003674	molecular_function
5569283	peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5569283	peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:VB Community Annotation]	GO:0008150	biological_process
5578259		GO:0043167	ion binding
5578259		GO:0003674	molecular_function
5578259		GO:0005575	cellular_component
5578259		GO:0005622	intracellular
5578259		GO:0043226	organelle
5578259		GO:0005634	nucleus
5578259		GO:0005623	cell
5568476		GO:0005623	cell
5568476		GO:0005634	nucleus
5568476		GO:0043226	organelle
5568476		GO:0005575	cellular_component
5568476		GO:0005622	intracellular
5568476		GO:0007049	cell cycle
5568476		GO:0008150	biological_process
5577674		GO:0034641	cellular nitrogen compound metabolic process
5577674		GO:0008150	biological_process
5577674		GO:0006259	DNA metabolic process
5577674		GO:0006950	response to stress
5577674		GO:0005622	intracellular
5577674		GO:0005575	cellular_component
5577674		GO:0005623	cell
5577674		GO:0043226	organelle
5577674		GO:0005634	nucleus
5577674		GO:0003674	molecular_function
5577674		GO:0003677	DNA binding
5567149	odorant binding protein OBP59 [Source:VB Community Annotation]	GO:0003674	molecular_function
5570083		GO:0005575	cellular_component
5580212	brachyury [Source:VB Community Annotation]	GO:0005575	cellular_component
5580212	brachyury [Source:VB Community Annotation]	GO:0005634	nucleus
5580212	brachyury [Source:VB Community Annotation]	GO:0043226	organelle
5580212	brachyury [Source:VB Community Annotation]	GO:0005622	intracellular
5580212	brachyury [Source:VB Community Annotation]	GO:0005623	cell
5580212	brachyury [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5580212	brachyury [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5580212	brachyury [Source:VB Community Annotation]	GO:0008150	biological_process
5580212	brachyury [Source:VB Community Annotation]	GO:0003677	DNA binding
5580212	brachyury [Source:VB Community Annotation]	GO:0003700	DNA-binding transcription factor activity
5580212	brachyury [Source:VB Community Annotation]	GO:0003674	molecular_function
5566854	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0003674	molecular_function
5566854	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5566854	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0005575	cellular_component
5566854	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0043167	ion binding
5566854	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0008150	biological_process
110676679		GO:0008150	biological_process
110676679		GO:0003674	molecular_function
110676679		GO:0005575	cellular_component
110676679		GO:0005576	extracellular region
110680656		GO:0008233	peptidase activity
110680656		GO:0008150	biological_process
110680656		GO:0003674	molecular_function
5575153		GO:0005575	cellular_component
5575153		GO:0048856	anatomical structure development
5575153		GO:0007155	cell adhesion
5575153		GO:0006950	response to stress
5575153		GO:0008150	biological_process
5575153		GO:0040007	growth
5563706	ubiquitin, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0003674	molecular_function
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0005623	cell
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0032991	protein-containing complex
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0005575	cellular_component
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0005622	intracellular
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0008150	biological_process
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0009056	catabolic process
5568500	Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]	GO:0006464	cellular protein modification process
5574108		GO:0008150	biological_process
5574108		GO:0003674	molecular_function
5574108		GO:0008233	peptidase activity
5571277		GO:0009058	biosynthetic process
5571277		GO:0008150	biological_process
5571277		GO:0034641	cellular nitrogen compound metabolic process
5571277		GO:0003674	molecular_function
5571277		GO:0003677	DNA binding
5571035	DNA-directed RNA polymerase II subunit [Source:VB Community Annotation]	GO:0003674	molecular_function
5571035	DNA-directed RNA polymerase II subunit [Source:VB Community Annotation]	GO:0016779	nucleotidyltransferase activity
5571035	DNA-directed RNA polymerase II subunit [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5571035	DNA-directed RNA polymerase II subunit [Source:VB Community Annotation]	GO:0008150	biological_process
5571035	DNA-directed RNA polymerase II subunit [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5563655		GO:0050877	nervous system process
5563655		GO:0005575	cellular_component
5563655		GO:0003674	molecular_function
5563655		GO:0008150	biological_process
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0043226	organelle
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0032991	protein-containing complex
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003677	DNA binding
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005694	chromosome
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005575	cellular_component
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005622	intracellular
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005623	cell
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003674	molecular_function
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0009058	biosynthetic process
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0008150	biological_process
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0051276	chromosome organization
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0022607	cellular component assembly
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0065003	protein-containing complex assembly
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0034641	cellular nitrogen compound metabolic process
110680745	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005634	nucleus
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005634	nucleus
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003674	molecular_function
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003677	DNA binding
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0043226	organelle
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0032991	protein-containing complex
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005623	cell
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005575	cellular_component
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005622	intracellular
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005694	chromosome
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0034641	cellular nitrogen compound metabolic process
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0008150	biological_process
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0051276	chromosome organization
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0022607	cellular component assembly
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0065003	protein-containing complex assembly
110680538	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0009058	biosynthetic process
5573510	heat shock factor binding protein, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5573510	heat shock factor binding protein, putative [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5573510	heat shock factor binding protein, putative [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5573510	heat shock factor binding protein, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5572635	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0003674	molecular_function
5572635	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0008233	peptidase activity
5572635	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0043167	ion binding
5572635	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0008150	biological_process
23687658	GPCR Gastrin/Cholecystokinin Family [Source:VB Community Annotation]	GO:0007165	signal transduction
23687658	GPCR Gastrin/Cholecystokinin Family [Source:VB Community Annotation]	GO:0008150	biological_process
23687658	GPCR Gastrin/Cholecystokinin Family [Source:VB Community Annotation]	GO:0003674	molecular_function
23687658	GPCR Gastrin/Cholecystokinin Family [Source:VB Community Annotation]	GO:0005575	cellular_component
5566400	odorant receptor (Or4) [Source:VB Community Annotation]	GO:0005623	cell
5566400	odorant receptor (Or4) [Source:VB Community Annotation]	GO:0005575	cellular_component
5566400	odorant receptor (Or4) [Source:VB Community Annotation]	GO:0007165	signal transduction
5566400	odorant receptor (Or4) [Source:VB Community Annotation]	GO:0005886	plasma membrane
5566400	odorant receptor (Or4) [Source:VB Community Annotation]	GO:0050877	nervous system process
5566400	odorant receptor (Or4) [Source:VB Community Annotation]	GO:0003674	molecular_function
5566400	odorant receptor (Or4) [Source:VB Community Annotation]	GO:0008150	biological_process
5573249	serine/arginine rich splicing factor [Source:VB Community Annotation]	GO:0003674	molecular_function
5573249	serine/arginine rich splicing factor [Source:VB Community Annotation]	GO:0003723	RNA binding
5573249	serine/arginine rich splicing factor [Source:VB Community Annotation]	GO:0008150	biological_process
5573249	serine/arginine rich splicing factor [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5569234		GO:0055085	transmembrane transport
5569234		GO:0008150	biological_process
5569234		GO:0006810	transport
5569234		GO:0005575	cellular_component
5566511	Sodium-dependent phosphate transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWV3]	GO:0005575	cellular_component
5566511	Sodium-dependent phosphate transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWV3]	GO:0006810	transport
5566511	Sodium-dependent phosphate transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWV3]	GO:0008150	biological_process
5566511	Sodium-dependent phosphate transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWV3]	GO:0055085	transmembrane transport
5571061		GO:0003677	DNA binding
5571061		GO:0003674	molecular_function
5578672		GO:0003674	molecular_function
5578672		GO:0005575	cellular_component
5578672		GO:0022857	transmembrane transporter activity
5576157		GO:0003674	molecular_function
5576157		GO:0005575	cellular_component
5574491		GO:0003674	molecular_function
5574491		GO:0008150	biological_process
5574491		GO:0008233	peptidase activity
110679357		GO:0043167	ion binding
110679357		GO:0003674	molecular_function
5577380	AMP dependent coa ligase [Source:VB Community Annotation]	GO:0003674	molecular_function
110676513		GO:0003674	molecular_function
110676513		GO:0043167	ion binding
5577315		GO:0009058	biosynthetic process
5577315		GO:0008150	biological_process
5577315		GO:0043167	ion binding
5577315		GO:0003674	molecular_function
5566151		GO:0003674	molecular_function
5569490		GO:0003674	molecular_function
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0003677	DNA binding
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0003674	molecular_function
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0016887	ATPase activity
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0008150	biological_process
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0006259	DNA metabolic process
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0006950	response to stress
5579834	DNA mismatch repair protein mlh1 [Source:VB Community Annotation]	GO:0043167	ion binding
